Title,Studio,Total Gross,Total Theaters,Opening,Opening Theaters,open
Step Up All In,LG/S,"$14,904,384","2,072","$6,469,857","2,072",8/8/2014
Step Up Revolution,LG/S,"$35,074,677","2,606","$11,731,708","2,567",7/27/2012
Step Up to the Plate,CGld,"$47,439",6,"$5,643",2,9/14/2012
The Stepfather,NCeV,"$2,488,740",148,"$260,587",105,1/23/1987
The Stepfather (2009),SGem,"$29,062,561","2,734","$11,581,586","2,734",10/16/2009
Stepfather 2,Mira.,"$1,519,796",n/a,n/a,n/a,11/3/1989
The Stepford Wives,Par.,"$59,484,742","3,057","$21,406,781","3,057",6/11/2004
Stephanie Daley,Reg.,"$25,751",3,"$3,401",1,4/20/2007
Stephen King's Riding the Bullet,Inn.,"$134,711",108,"$101,107",100,10/15/2004
Stephen King's Thinner,Par.,"$15,315,484","2,009","$5,679,046","2,009",10/25/1996
Stepmom,Sony,"$91,137,662","2,503","$19,142,440","2,358",12/25/1998
Stepping Out,Par.,"$246,000",9,"$94,492",7,10/4/1991
Steve + Sky,Life,$624,1,$624,1,7/8/2005
Steve Harvey's Don't Trip... He Ain't Through with Me Yet!,Free,"$319,021",56,"$164,926",54,3/17/2006
Steve Jobs,Uni.,"$17,766,658","2,493","$521,522",4,10/9/2015
Steve Jobs: The Lost Interview,Magn.,"$105,710",13,n/a,n/a,11/16/2011
Steve Jobs: The Man in the Machine,Magn.,"$494,506",68,"$140,064",68,9/4/2015
Steve McQueen: The Man & Le Mans,FR,"$6,843",2,"$4,079",2,11/13/2015
Stevie,Lions,"$103,401",13,"$9,383",4,3/28/2003
Stevie Nicks - In Your Dreams,Abr.,"$103,028",76,n/a,n/a,3/31/2013
Stewardess School,Col.,"$136,158",n/a,n/a,n/a,8/29/1986
Stick,Uni.,"$8,489,518","1,173","$3,358,299","1,173",4/26/1985
Stick It,BV,"$26,910,736","2,044","$10,803,610","2,038",4/28/2006
Sticky Fingers in Time,Strand,"$1,610",1,"$1,610",1,1/8/1999
Stiff Upper Lips,Cow.,"$72,482",n/a,n/a,n/a,8/27/1999
Stigmata,MGM,"$50,046,268","2,901","$18,309,666","2,899",9/10/1999
Still Alice,SPC,"$18,754,371","1,318","$197,000",12,1/16/2015
Still Breathing,Oct.,"$228,455",67,"$86,659",67,5/1/1998
Still Crazy,Sony,"$524,864",52,"$102,971",14,1/22/1999
Still Life,NYer,"$76,983",2,"$12,744",1,1/18/2008
Still Life (2015),Trib.,"$9,481",5,n/a,n/a,1/16/2015
Still Mine,Gold.,"$1,159,336",41,"$19,920",4,5/3/2013
Still of the Night,MGM,"$5,979,947",n/a,n/a,n/a,11/19/1982
Still Walking,IFC,"$167,047",13,"$20,298",2,8/28/2009
"Still, the Children Are Here",Icar.,"$3,685",1,"$2,210",1,11/5/2004
"Still, We Believe: The Boston Red Sox Movie",Think,"$396,803",54,"$91,388",17,5/7/2004
The Sting,Uni.,"$156,000,000",n/a,n/a,n/a,12/25/1973
The Sting II,Uni.,"$6,347,072","1,294","$3,106,108","1,294",2/18/1983
Stir Crazy,Col.,"$101,300,000",n/a,"$8,691,886",813,12/12/1980
Stir of Echoes,Art.,"$21,142,914","1,943","$5,811,664","1,888",9/10/1999
Stoked: The Rise and Fall of Gator,Palm,"$150,268",13,"$10,998",1,8/22/2003
Stoker,FoxS,"$1,714,221",275,"$160,547",7,3/1/2013
Stolen,ICir,"$132,596",5,"$6,250",1,4/19/2006
Stolen (2010),IFC,"$7,943",2,"$1,035",1,3/12/2010
Stolen (2012),MNE,"$304,318",141,"$183,125",141,9/14/2012
Stolen Childhoods,Bal.,"$2,996",1,"$2,996",1,5/20/2005
Stolen Children,Gold.,"$931,280",26,"$17,524",1,3/3/1993
Stolen Moments,FRun,"$9,743",1,"$3,636",1,4/10/1998
Stolen Summer,Mira.,"$134,736",13,"$61,613",13,3/22/2002
Stomp the Yard,SGem,"$61,356,221","2,169","$21,833,312","2,051",1/12/2007
Stone,Over.,"$1,810,078",125,"$75,766",6,10/8/2010
The Stone Angel,Viv.,"$459,166",9,"$31,883",7,7/11/2008
The Stone Boy,Fox,"$261,033",n/a,n/a,n/a,4/6/1984
Stone Cold,Col.,"$9,151,887","1,729","$2,811,154","1,729",5/17/1991
Stone Reader,Jet,"$260,523",7,"$5,682",1,2/12/2003
Stoned,Scre.,"$38,922",6,"$15,409",6,3/24/2006
Stonewall,Strand,"$692,400",17,"$74,052",10,7/26/1996
Stonewall (2015),RAtt.,"$187,674",129,"$112,834",129,9/25/2015
Stonewall Uprising,FRun,"$128,203",10,"$15,729",4,6/16/2010
The Stoning of Soraya M.,RAtt.,"$637,421",34,"$115,053",27,6/26/2009
Stony Island,N/A,n/a,n/a,n/a,n/a,11/17/1978
Stop Making Sense,Cinc,"$4,949,438*",41,"$41,666",7,10/19/1984
Stop Making Sense (re-issue),Palm,"$146,154*",9,"$21,054",4,5/28/1999
Stop the Pounding Heart,BWP,"$3,642",1,"$2,363",1,9/19/2014
Stop! Or My Mom Will Shoot!,Uni.,"$28,411,210","1,958","$7,058,590","1,958",2/21/1992
Stop-Loss,Par.,"$10,915,744","1,305","$4,555,117","1,291",3/28/2008
Stopover Tokyo,Fox,n/a,n/a,n/a,n/a,12/26/1957
Storage 24,Magn.,$72,1,$72,1,1/18/2013
Storefront Hitchcock,Mira.,"$12,355",1,"$1,803",1,11/20/1998
Stories We Tell,RAtt.,"$1,600,145",70,"$27,053",2,5/10/2013
Storks,WB,n/a,n/a,n/a,n/a,9/23/2016
Storm,FM,"$16,013",3,"$8,307",2,10/30/2009
Storm Surfers 3D,XL,"$117,090",7,"$7,299",2,4/26/2013
Stormy Monday,Atl,"$1,791,328",49,"$44,734",2,4/22/1988
The Story of Boys and Girls,Aries,"$741,221",n/a,n/a,n/a,8/23/1991
The Story of Ferdinand,Fox,n/a,n/a,n/a,n/a,12/22/2017
The Story of Qiu Ju,SPC,"$1,890,247",35,"$25,785",1,4/16/1993
The Story of the Weeping Camel,Think,"$1,763,052",55,"$21,767",2,6/4/2004
The Story of Us,Uni.,"$27,100,031","2,175","$9,673,080","2,164",10/15/1999
The Story of Vernon and Irene Castle,RKO,n/a,n/a,n/a,n/a,3/29/1939
Storytelling,FL,"$921,445",40,"$73,688",4,1/25/2002
Storyville,Fox,"$422,503",19,"$101,383",19,8/26/1992
Straight from the Heart,Vid.,"$1,007,446",35,"$298,769",35,6/18/1999
Straight Out of Brooklyn,Gold.,"$2,712,293",75,"$58,918",5,5/22/1991
Straight Outta Compton,Uni.,"$161,197,785","3,142","$60,200,180","2,757",8/14/2015
Straight Outta Tompkins,Indic.,"$8,022",2,"$4,011",2,3/6/2015
The Straight Story,BV,"$6,203,044",186,"$92,312",7,10/15/1999
Straight Talk,BV,"$21,202,099","1,477","$4,575,746","1,477",4/3/1992
Straight Time,WB,"$9,900,000",n/a,n/a,n/a,3/17/1978
Straight to Hell,Isld,"$210,200",n/a,n/a,n/a,6/26/1987
Straight-Jacket,Reg.,"$45,497",4,"$5,377",3,11/26/2004
Stranded: I Have Come from a Plane That Crashed on the Mountains,Zeit.,"$89,473",7,"$3,077",1,10/22/2008
Strange Brew,MGM,"$8,571,374",849,"$1,913,389",849,8/26/1983
The Strange Case of Angelica,CGld,"$50,135",2,"$7,499",1,12/29/2010
The Strange Case of Dr. Jekyll and Mr. Hyde,RM,"$24,216",30,"$19,111",30,9/29/2006
The Strange Color of Your Body's Tears,Strand,"$7,182",3,"$1,535",2,8/29/2014
Strange Days,Fox,"$7,959,291","1,691","$31,062",1,10/6/1995
Strange Invaders,Orion,"$1,362,303",274,"$655,461",274,9/16/1983
The Strange Little Cat,KS,"$5,885",1,"$3,594",1,8/1/2014
Strange Magic,BV,"$12,429,583","3,020","$5,504,441","3,020",1/23/2015
Strange Powers: Stephin Merritt and the Magnetic Fields,Vari.,"$68,719",5,"$4,620",1,10/27/2010
Strange Wilderness,ParC,"$6,575,282","1,211","$3,001,719","1,208",2/1/2008
Strangeland,Art.,"$713,239",315,"$373,288",315,10/2/1998
The Stranger,RKO,n/a,n/a,n/a,n/a,5/25/1946
A Stranger Among Us,BV,"$12,282,994",684,"$2,886,082",679,7/17/1992
Stranger By the Lake,Strand,"$325,196",16,"$27,599",2,1/24/2014
A Stranger is Watching,MGM,"$2,519,559",n/a,n/a,n/a,1/22/1982
Stranger Than Fiction,Sony,"$40,660,952","2,270","$13,411,093","2,264",11/10/2006
Stranger Than Paradise,Gold.,"$2,436,000",n/a,n/a,n/a,10/1/1984
Strangerland,Alc,"$17,472",15,"$17,472",15,7/10/2015
The Strangers,Rog.,"$52,597,610","2,477","$20,997,985","2,466",5/30/2008
Strangers 2,Rela.,n/a,n/a,n/a,n/a,TBD
Strangers on a Train,WB,n/a,n/a,n/a,n/a,7/3/1951
Strangers Online,BGP,$968,1,$968,1,6/24/2011
Strangers with Candy,Think,"$2,072,645",109,"$43,141",2,6/28/2006
Strapless,Mira.,"$764,794",n/a,n/a,n/a,5/18/1990
The Stratton Story,MGM,n/a,n/a,n/a,n/a,5/12/1949
Straw Dogs (1971),CRC,n/a,n/a,n/a,n/a,12/29/1971
Straw Dogs (2011),SGem,"$10,324,441","2,408","$5,123,760","2,408",9/16/2011
Strawberry and Chocolate,Mira.,"$2,080,805",n/a,n/a,n/a,1/20/1995
Strawberry Fields,Pha.,"$3,347",2,"$3,347",2,6/4/1999
Stray Dogs,CGld,"$10,433",3,"$2,998",1,9/12/2014
Strayed,Wells,"$482,757",29,"$19,531",2,5/14/2004
Streamers,UA,"$378,452",n/a,n/a,n/a,10/14/1983
A Street Cat Named Bob,Cleopatra,n/a,n/a,n/a,n/a,11/18/2016
Street Dreams,Slow,"$122,575",29,"$45,816",21,6/12/2009
Street Fight,Frnt.,"$4,779",2,"$3,888",2,2/22/2006
Street Fighter,Uni.,"$33,423,521","1,738","$6,859,495","1,671",12/23/1994
Street Fighter: The Legend of Chun-Li,Fox,"$8,742,261","1,164","$4,721,110","1,136",2/27/2009
Street Kings,FoxS,"$26,418,667","2,469","$12,469,631","2,467",4/11/2008
Street Knight,Can.,"$841,015",n/a,n/a,n/a,3/12/1993
Street Smart,Can.,"$1,119,112",207,"$325,835",207,3/20/1987
Streetballers,MSK,"$28,642",2,"$11,581",2,8/21/2009
A Streetcar Named Desire,WB,n/a,n/a,n/a,n/a,9/18/1951
Streets,Conc,"$1,510,053",77,"$86,708",53,1/19/1990
Streets of Fire,Uni.,"$8,089,290","1,150","$2,426,500","1,150",6/1/1984
Streets of Gold,Fox,"$2,546,238",797,"$1,279,498",797,11/14/1986
Streets of Legend,Lions,"$5,471",1,"$3,769",1,11/25/2005
Streit's: Matzo and the American Dream,Men.,"$17,506",3,"$12,065",3,4/20/2016
Strength and Honor,Slow,"$51,933",110,"$51,933",110,12/7/2007
Stretch,Uni.,n/a,n/a,n/a,n/a,TBD
Stretch Armstrong,Rela.,n/a,n/a,n/a,n/a,TBD
Strictly Ballroom,Mira.,"$11,738,022",401,"$145,977",9,2/12/1993
Strictly Business,WB,"$7,683,267",881,"$2,456,772",881,11/8/1991
Strike,L/Z,"$8,872",3,"$4,410",1,6/15/2007
Strike It Rich,Mira.,"$541,626",206,"$331,875",206,1/26/1990
Strike!,Mira.,"$907,996",133,"$307,763",133,8/21/1998
Striking Distance,Col.,"$24,107,867","1,917","$8,705,808","1,889",9/17/1993
The Strip,Truly,"$5,107",8,"$5,107",8,12/4/2009
Stripes,Col.,"$85,297,000",n/a,"$6,130,197","1,074",6/26/1981
Stripped,Dyl.,"$2,151",1,"$2,151",1,8/9/2002
Stripper,Fox,"$90,000",1,"$14,155",1,1/31/1986
Striptease,Sony,"$33,109,743","1,979","$12,322,069","1,970",6/28/1996
Stroker Ace,Uni.,"$13,000,000","1,385","$4,668,135","1,385",7/1/1983
The Stroller Strategy,Rialto,"$3,462",1,"$1,799",1,6/14/2013
Struck By Lightning,Trib.,"$28,378",4,"$12,940",1,1/11/2013
Stryker,NW,"$1,723,487",n/a,n/a,n/a,9/2/1983
Stuart Little,Sony,"$140,035,367","3,151","$15,018,223","2,878",12/17/1999
Stuart Little 2,Sony,"$64,956,806","3,282","$15,115,152","3,255",7/19/2002
Stuart Saves His Family,Par.,"$912,082",400,"$371,898",400,4/14/1995
Stuck,Think,"$67,505",16,"$8,844",2,5/30/2008
Stuck in Love,MNE,"$81,071",21,"$34,967",21,7/5/2013
Stuck on You,Fox,"$33,832,741","3,007","$9,411,055","3,003",12/12/2003
The Student and Mr. Henri,Distrib.,$761,1,$486,1,8/19/2016
Student Bodies,Par.,"$5,165,432",n/a,"$1,582,148",628,8/7/1981
Student of the Year,Eros,"$670,086",106,"$326,508",106,10/19/2012
The Stunt Man,Fox,"$7,063,886",n/a,n/a,n/a,6/27/1980
The Stupids,NL,"$2,491,989","1,292","$1,593,929","1,292",8/30/1996
Submarine,Wein.,"$467,602",28,"$41,832",4,6/3/2011
The Substance of Fire,Mira.,"$31,638",11,"$56,211",11,3/14/1997
The Substitute,Orion,"$14,818,176","1,762","$6,096,833","1,742",4/19/1996
Suburban Commando,NL,"$6,948,859",987,"$1,947,744",899,10/4/1991
The Suburbans,Sony,"$11,130",11,"$5,797",11,10/29/1999
SubUrbia,SPC,"$656,747",24,"$69,365",16,2/7/1997
Subway,IsAl,"$390,659",5,"$11,332",1,11/6/1985
Such a Long Journey,Sony,"$92,569",19,"$52,466",16,3/24/2000
Sucker Punch,WB,"$36,392,502","3,033","$19,058,199","3,033",3/25/2011
Sudden Death,Uni.,"$20,350,171","1,687","$4,782,445","1,681",12/22/1995
Sudden Fear (2016 re-release),Cohen,"$24,476",25,"$11,126",13,8/12/2016
Sudden Impact,WB,"$67,642,693","1,602","$9,688,561","1,530",12/9/1983
Suddenly,Emp.,"$44,806",3,"$5,406",1,8/27/2003
"Suddenly, Last Summer",Col.,n/a,n/a,n/a,n/a,12/22/1959
Sueno,SPHE,"$5,729",8,"$4,181",8,9/30/2005
Suffragette,Focus,"$4,702,420",517,"$76,244",4,10/23/2015
Sugar,SPC,"$1,082,124",51,"$60,140",11,4/3/2009
Sugar & Spice,NL,"$13,305,101","2,150","$5,891,176","2,150",1/26/2001
The Sugar Curtain,Icar.,$582,1,$582,1,7/27/2007
Sugar Hill,Fox,"$18,225,518",859,"$5,712,485",845,2/25/1994
Sugar Town,USA,"$178,095",22,"$42,668",8,9/17/1999
The Sugarland Express,Uni.,"$7,500,000",n/a,n/a,n/a,3/31/1974
Suicide Killers,CityL,"$18,239",1,"$10,601",1,8/25/2006
Suicide Kings,Art.,"$1,740,156",152,"$558,081",135,4/17/1998
Suicide Squad,WB,"$310,252,332","4,255","$133,682,248","4,255",8/5/2016
The Suicide Theory,Free,"$6,434",10,"$5,229",10,7/10/2015
Suing the Devil,RivR,n/a,14,n/a,14,8/26/2011
Suite Francaise,Wein.,n/a,n/a,n/a,n/a,TBD
Suits,Tau,"$3,676",2,n/a,n/a,9/24/1999
Suits on the Loose,Hale,"$79,470",26,"$23,366",26,2/3/2006
Sukiyaki Western Django,First,"$50,659",4,"$9,856",1,8/29/2008
Sukob (The Wedding Curse),ABS,"$300,454",8,"$31,626",3,8/4/2006
Sullivan's Travels,Par.,n/a,n/a,n/a,n/a,1/28/1942
Sully,WB,"$55,111,351","3,525","$35,028,301","3,525",9/9/2016
Sultan,Yash,"$5,599,781",283,"$2,371,100",282,7/6/2016
The Sum of All Fears,Par.,"$118,907,036","3,230","$31,178,526","3,183",5/31/2002
The Sum of Us,Gold.,"$766,464",30,"$38,479",5,3/10/1995
Summer '04,CGld,"$20,474",2,"$3,856",1,8/1/2007
Summer Camp Nightmare,Conc,n/a,n/a,n/a,n/a,5/15/1987
Summer Catch,WB,"$19,753,553","2,335","$7,018,593","2,335",8/24/2001
Summer Heat,Atl,"$350,481",36,"$114,873",36,5/29/1987
Summer Hours,IFC,"$1,657,001",50,"$49,484",2,5/15/2009
The Summer House,Gold.,"$2,106,846",63,"$161,542",60,12/21/1993
Summer in Berlin,DSt.,"$8,340",1,"$5,536",1,3/30/2007
Summer in February,Trib.,"$1,624",1,n/a,n/a,1/17/2014
Summer Lovers,Film,"$4,968,000",n/a,n/a,n/a,7/16/1982
Summer of Sam,BV,"$19,288,130","1,536","$5,952,452","1,536",7/2/1999
The Summer of Sangaile,Strand,"$4,480",2,$453,1,11/20/2015
Summer Palace,Palm,"$63,045",3,"$8,717",1,1/18/2008
A Summer Place,WB,n/a,n/a,n/a,n/a,10/22/1959
Summer Rental,Par.,"$24,689,703","1,595","$5,754,259","1,584",8/9/1985
Summer School,Par.,"$35,659,098","1,366","$6,012,274","1,366",7/24/1987
Summer Storm,Reg.,"$95,204",10,"$4,158",2,3/17/2006
Summer Wars,GK,"$80,768",11,"$1,412",1,12/24/2010
A Summer's Tale,BWP,"$198,126",9,"$12,863",2,6/20/2014
Summerspell,Marg.,$984,n/a,n/a,n/a,7/2/1999
Summertime,UA,n/a,n/a,n/a,n/a,6/21/1955
Summertime (2016),Strand,"$34,726",6,"$15,413",6,7/22/2016
The Summit,IFC,"$243,550",70,"$20,904",8,10/4/2013
Sumurun,FNP,n/a,n/a,n/a,n/a,9/25/1921
The Sun,Lorb.,"$77,303",4,"$11,588",1,11/18/2009
The Sun Also Rises,Fox,n/a,n/a,n/a,n/a,8/23/1957
The Sun Behind the Clouds: Tibet's Struggle for Freedom,Bal.,"$67,095",4,"$10,884",1,3/31/2010
Sunburn,Par.,"$2,410,776",n/a,n/a,n/a,8/10/1979
The Sunchaser,WB,"$21,508",23,"$13,845",23,10/25/1996
A Sunday in the Country,MGM,"$2,411,143",16,"$103,710",13,11/16/1984
Sunday Lovers,MGM,"$621,931",n/a,n/a,n/a,2/13/1981
The Sundowners,WB,n/a,n/a,n/a,n/a,12/8/1960
Sunflower,NYer,"$23,919",1,"$4,195",1,8/17/2007
Sunset,TriS,"$4,594,452","1,024","$2,031,678","1,023",4/29/1988
Sunset Boulevard,Par.,n/a,n/a,n/a,n/a,8/4/1950
Sunset Park,Sony,"$10,163,782","1,257","$4,705,440","1,257",4/26/1996
Sunset Song,Magn.,"$159,714",19,"$12,995",3,5/13/2016
Sunset Story,Vita.,"$17,508",3,"$2,966",1,2/25/2005
Sunshine,FoxS,"$3,675,753",461,"$242,964",10,7/20/2007
Sunshine (1999),ParC,"$5,096,267",153,"$42,700",4,12/17/1999
Sunshine Cleaning,Over.,"$12,062,558",642,"$219,190",4,3/13/2009
Sunshine on Leith,N/A,n/a,n/a,n/a,n/a,TBD
Sunshine State,Sony,"$3,065,921",79,"$93,072",10,6/21/2002
Sunshine Superman,Magn.,"$88,097",21,"$8,991",3,5/22/2015
The Super,Fox,"$11,000,863","1,581","$3,656,390","1,578",10/4/1991
Super,IFC,"$327,716",39,"$46,549",11,4/1/2011
Super 8,Par.,"$127,004,179","3,424","$35,451,168","3,379",6/10/2011
Super Babies: Baby Geniuses 2,Triu,"$9,219,388","1,276","$3,251,856","1,276",8/27/2004
Super Capers,RAtt.,"$30,955",80,"$21,559",80,3/20/2009
Super Mario Bros.,BV,"$20,915,465","2,081","$8,532,623","2,081",5/28/1993
Super Secret Ghost Project (untitled as of yet),P/DW,n/a,n/a,n/a,n/a,TBD
Super Size Me,IDP,"$11,536,423",230,"$516,641",41,5/7/2004
Super Sucker,Purple,"$137,628",115,"$89,551",115,1/24/2003
Super Troopers,FoxS,"$18,492,362","1,805","$6,203,906","1,780",2/15/2002
Superbad,Sony,"$121,463,226","3,069","$33,052,411","2,948",8/17/2007
Supercop,Mira.,"$16,270,600","1,469","$5,503,176","1,406",7/26/1996
Supercross,Fox,"$3,102,550","1,621","$1,330,520","1,621",8/17/2005
Supergirl,TriS,"$14,296,438","1,620","$5,738,249","1,608",11/21/1984
Superhero Movie,MGM/W,"$25,881,068","2,965","$9,510,297","2,960",3/28/2008
Superman,WB,"$134,218,018",817,"$7,465,343",508,12/15/1978
Superman II,WB,"$108,185,706","1,878","$14,100,523","1,397",6/19/1981
Superman III,WB,"$59,950,623","1,763","$13,352,357","1,759",6/17/1983
Superman IV: The Quest for Peace,WB,"$15,681,020","1,511","$5,683,122","1,511",7/24/1987
Superman Returns,WB,"$200,081,192","4,065","$52,535,096","4,065",6/28/2006
Supermensch: The Legend of Shep Gordon,RTWC,"$213,064",46,"$23,017",4,6/6/2014
Supernova,MGM,"$14,230,455","2,280","$5,778,639","2,280",1/14/2000
Superstar,Par.,"$30,636,478","2,016","$8,912,743","1,943",10/8/1999
Superstar in a Housedress,Abr.,"$28,032",1,"$4,760",1,5/5/2004
Supporting Characters,Trib.,"$4,917",1,n/a,n/a,1/25/2013
Supremacy,WGUSA,n/a,n/a,n/a,n/a,1/30/2015
Sur le Seuil,Ode.,"$2,014,071",61,"$514,762",61,10/3/2003
The Surburbans,Sony,"$11,130",11,n/a,n/a,10/29/1999
The Sure Thing,MGM,"$18,135,531","1,115","$3,124,782","1,115",3/1/1985
Surf Ninjas,NL,"$4,916,135","1,321","$2,026,278","1,321",8/20/1993
Surf's Up,Sony,"$58,867,694","3,531","$17,640,249","3,528",6/8/2007
The Surfer King,MPS,"$1,990",4,"$1,990",4,4/7/2006
"Surfer, Dude",Anch.,"$52,132",69,"$5,971",1,9/5/2008
Surfwise,Magn.,"$269,994",13,"$10,304",1,5/9/2008
Surprise - Journey To The West,AR,n/a,n/a,n/a,n/a,12/18/2015
Surrender,WB,"$5,711,976","1,067","$2,256,557","1,067",10/9/1987
Surrogates,BV,"$38,577,772","2,992","$14,902,692","2,951",9/25/2009
Surveillance,Magn.,"$27,349",3,"$4,590",2,6/26/2009
Survival Quest,MGM,"$62,683",168,"$29,453",168,11/10/1989
Surviving Christmas,DW,"$11,663,156","2,755","$4,441,356","2,750",10/22/2004
Surviving Eden,Cnv.,n/a,n/a,n/a,n/a,8/25/2006
Surviving My Mother,All.,"$222,555",59,n/a,n/a,11/2/2007
Surviving Picasso,WB,"$2,021,348",49,"$87,054",3,9/20/1996
Surviving Progress,FRun,"$53,953",6,"$4,161",2,4/6/2012
Surviving the Game,NL,"$7,727,256","1,034","$2,907,468","1,025",4/15/1994
Survivor,N/A,n/a,n/a,n/a,n/a,TBD
The Survivors,Col.,"$14,000,000","1,014","$3,044,927","1,006",6/24/1983
Sushi: The Global Catch,AM,"$5,757",1,$516,1,8/3/2012
Suspect,TriS,"$18,782,400","1,029","$4,152,015","1,029",10/23/1987
The Suspect (2014),WGUSA,"$218,693",20,"$86,137",20,1/10/2014
Suspect Zero,Par.,"$8,725,813","1,501","$3,446,375","1,500",8/27/2004
Suspended Animation,FRun,"$8,169",3,"$3,285",3,10/31/2003
Suspicion,RKO,n/a,n/a,n/a,n/a,11/14/1941
Suture,Gold.,"$102,780",n/a,n/a,n/a,Jul 1994
Swades,UTV,"$1,223,240",74,"$424,804",74,12/17/2004
Swallows and Amazons,N/A,n/a,n/a,n/a,n/a,TBD
Swamp Thing,Emb,n/a,n/a,n/a,n/a,Mar 1982
The Swan Princess,NL,"$9,771,658","1,406","$2,445,155","1,404",11/18/1994
The Swan Princess II,Leg.,"$273,644",97,n/a,n/a,7/18/1997
The Swarm,WB,n/a,n/a,n/a,n/a,1978
Swashbuckler,Uni.,n/a,n/a,n/a,n/a,7/29/1976
Swearnet,Da.,n/a,n/a,n/a,n/a,9/12/2014
The Sweeney,EOne,"$26,650",11,"$20,321",11,3/1/2013
Sweeney Todd: The Demon Barber of Fleet Street,P/DW,"$52,898,073","1,507","$9,300,805","1,249",12/21/2007
Sweet 20,CJ,"$71,775",6,"$24,715",4,3/11/2016
Sweet and Lowdown,SPC,"$4,197,015",239,"$94,686",3,12/3/1999
Sweet Bean,KL,"$124,800",6,"$4,630",1,3/18/2016
Sweet Bird of Youth,MGM,n/a,n/a,n/a,n/a,3/21/1962
Sweet Country,PEC,"$6,614",n/a,n/a,n/a,1/23/1987
Sweet Dreams,TriS,"$9,085,049",778,"$2,161,284",778,10/4/1985
Sweet Dreams (2013),ICir,"$59,403",7,n/a,n/a,11/1/2013
Sweet Hearts Dance,TriS,"$3,790,493",246,"$1,116,902",246,9/23/1988
The Sweet Hereafter,FL,"$3,263,585",70,"$31,149",2,10/10/1997
Sweet Home Alabama,BV,"$127,223,418","3,313","$35,648,740","3,293",9/27/2002
Sweet Land,Lib.,"$1,706,325",47,"$41,860",2,10/13/2006
Sweet Liberty,Uni.,"$14,205,021","1,238","$3,160,891","1,234",5/16/1986
Sweet Movie,BioF.,n/a,n/a,n/a,n/a,10/9/1975
Sweet Nothing,WB,"$102,350",2,"$22,910",2,9/6/1996
Sweet November,WB,"$25,288,103","2,268","$9,733,954","2,268",2/16/2001
Sweet Sixteen,Lions,"$316,319",21,"$26,667",3,5/16/2003
Sweet Sixteen (Xia You Qiao Mu),CL,"$34,327",9,"$21,439",9,8/19/2016
Sweet Smell of Success,UA,n/a,n/a,n/a,n/a,6/27/1957
Sweet Talker,NL,"$382,510",409,"$258,105",409,5/10/1991
The Sweetest Thing,Sony,"$24,718,164","2,670","$9,430,667","2,670",4/12/2002
Sweetgrass,CGld,"$207,473",9,"$9,870",1,1/6/2010
Sweetheart's Dance,TriS,"$3,790,493",n/a,n/a,n/a,N/A
Sweethearts of the Prison Rodeo,CP,"$5,922",2,"$2,198",2,9/17/2010
Sweetie,Ave,"$938,065",1,"$20,403",1,1/19/1990
Sweetwater,N/A,"$6,147",n/a,n/a,n/a,10/11/2013
The Swenkas,7Art,"$8,860",1,"$2,790",1,11/9/2005
Swept Away,SGem,"$598,645",196,"$354,052",196,10/11/2002
Swept from the Sea,Sony,"$397,020",55,"$163,289",55,1/23/1998
Swerve,Cohen,"$3,338",5,"$2,725",5,12/6/2013
Swim Little Fish Swim,UTMW,"$3,877",2,n/a,n/a,9/19/2014
SwimFan,Fox,"$28,564,995","2,860","$11,326,601","2,856",9/6/2002
Swimmers,Skou,"$34,812",3,"$5,644",2,3/31/2006
Swimming,Ocean,"$234,287",7,"$3,623",1,4/5/2002
Swimming Pool,Focus,"$10,130,108",259,"$287,296",13,7/2/2003
Swimming to Cambodia,Cinc,"$1,092,911",21,n/a,n/a,3/13/1987
Swimming Upstream,MGM,"$54,965",17,"$24,520",17,2/4/2005
Swimming with Sharks,Trim.,"$382,928",13,"$34,703",4,4/21/1995
The Swindle,NYer,"$250,899",5,"$24,917",3,12/23/1998
Swing,RMH,"$2,509",1,"$2,509",1,6/18/2004
Swing Kids,BV,"$5,632,086",544,"$1,967,957",542,3/5/1993
Swing Shift,WB,"$6,650,206",814,"$2,270,136",710,4/13/1984
Swing Time,RKO,n/a,n/a,n/a,n/a,8/27/1936
Swing Vote,BV,"$16,289,867","2,213","$6,230,669","2,213",8/1/2008
Swingers,Mira.,"$4,555,020",160,"$74,118",8,10/18/1996
Swiss Army Man,A24,"$4,196,156",636,"$105,453",3,6/24/2016
Swiss Family Robinson,Dis.,"$40,356,000",n/a,n/a,n/a,12/10/1960
Swiss Family Robinson (Re-issue),BV,n/a,n/a,n/a,n/a,6/19/1981
The Switch,Mira.,"$27,779,426","2,017","$8,436,713","2,012",8/20/2010
Switch,WB,"$15,545,943","1,013","$3,770,991","1,013",5/10/1991
Switchback,Par.,"$6,492,660","1,128","$2,704,568","1,128",10/31/1997
Switchblade Sisters (Re-issue),Roll.,"$51,264",13,"$14,532",7,6/14/1996
Switching Channels,TriS,"$9,129,999",971,"$3,121,752",971,3/4/1988
The Sword and the Sorcerer,Gr1,"$39,103,425",660,"$1,798,879",233,4/23/1982
The Sword in the Stone (Re-issue),BV,"$12,000,000",741,"$2,230,614",487,3/25/1983
Sword of the Valiant,Can.,n/a,n/a,n/a,n/a,1982
Swordfish,WB,"$69,772,969","2,688","$18,145,632","2,678",6/8/2001
Sworn Virgin,Strand,"$4,636",4,$830,1,4/22/2016
