Movie Name,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
London Has Fallen (2016),Released,English,1h 39m,"$60,000,000.00","$195,725,584.00",Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Melissa Leo,Robert Forster,Full Cast & Crew
Ouija (2014),Released,English,1h 29m,"$5,000,000.00","$102,529,779.00",Olivia Cooke,Ana Coto,Daren Kagasoff,Douglas Smith,Vivis Colombetti,Bianca A. Santos,Full Cast & Crew
The Lion King (1994),Released,English,1h 29m,"$45,000,000.00","$788,241,776.00",Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Jeremy Irons,Moira Kelly,Niketa Calame,Full Cast & Crew
Night at the Museum: Secret of the Tomb (2014),Released,English,1h 37m,"$127,000,000.00","$349,424,282.00",Ben Stiller,Rami Malek,Rebel Wilson,Robin Williams,Owen Wilson,Dick Van Dyke,Full Cast & Crew
The Judge (2014),Released,English,2h 21m,"$50,000,000.00","$83,719,388.00",Robert Downey Jr.,Robert Duvall,Vera Farmiga,Vincent D'Onofrio,Jeremy Strong,Billy Bob Thornton,Full Cast & Crew
The Lord of the Rings: The Return of the King (2003),Released,English,3h 21m,"$94,000,000.00","$1,118,888,979.00",Elijah Wood,Ian McKellen,Viggo Mortensen,Liv Tyler,Orlando Bloom,John Rhys-Davies,Full Cast & Crew
Terminator 2: Judgment Day (1991),Released,English,2h 17m,"$100,000,000.00","$520,000,000.00",Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen,Joe Morton,Full Cast & Crew
The Man from U.N.C.L.E. (2015),Released,English,1h 56m,"$75,000,000.00","$108,145,109.00",Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Luca Calvani,Sylvester Groth,Full Cast & Crew
Sherlock Holmes (2009),Released,English,2h 8m,"$90,000,000.00","$524,028,679.00",Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Eddie Marsan,Robert Maillet,Full Cast & Crew
Marauders (2016),Released,English,1h 47m,-,-,Bruce Willis,Dave Bautista,Christopher Meloni,Danny A. Abeckaser,Lydia Hull,Tyler Jon Olson,Full Cast & Crew
Jupiter Ascending (2015),Released,English,2h 4m,"$176,000,003.00","$183,987,723.00",Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth,Tuppence Middleton,Full Cast & Crew
Sex Tape (2014),Released,English,1h 37m,"$40,000,000.00","$126,069,509.00",Cameron Diaz,Jason Segel,Rob Corddry,Ellie Kemper,Rob Lowe,Nat Faxon,Full Cast & Crew
Pulp Fiction (1994),Released,English,2h 34m,"$8,000,000.00","$213,928,762.00",John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames,Harvey Keitel,Full Cast & Crew
Back to the Future (1985),Released,English,1h 56m,"$19,000,000.00","$381,109,762.00",Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Full Cast & Crew
Harry Potter and the Philosopher's Stone (2001),Released,English,2h 32m,"$125,000,000.00","$976,475,550.00",Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,Maggie Smith,Robbie Coltrane,Full Cast & Crew
13 Hours: The Secret Soldiers of Benghazi (2016),Released,English,2h 24m,"$50,000,000.00","$69,411,370.00",Pablo Schreiber,John Krasinski,David Denman,Toby Stephens,Max Martini,James Badge Dale,Full Cast & Crew
Terminator Salvation (2009),Released,English,1h 55m,"$200,000,000.00","$371,353,001.00",Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,Bryce Dallas Howard,Helena Bonham Carter,Full Cast & Crew
Frozen (2013),Released,English,1h 42m,"$150,000,000.00","$1,274,219,009.00",Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana,Alan Tudyk,Full Cast & Crew
Whiskey Tango Foxtrot (2016),Released,English,1h 52m,"$35,000,000.00","$23,083,334.00",Tina Fey,Margot Robbie,Billy Bob Thornton,Martin Freeman,Josh Charles,Alfred Molina,Full Cast & Crew
Pirates of the Caribbean: On Stranger Tides (2011),Released,English,2h 16m,"$250,000,000.00","$1,021,683,000.00",Johnny Depp,Ian McShane,PenÌ©lope Cruz,Geoffrey Rush,Gemma Ward,Richard Griffiths,Full Cast & Crew
Ex Machina (2015),Released,English,1h 48m,"$15,000,000.00","$36,869,414.00",Domhnall Gleeson,Alicia Vikander,Sonoya Mizuno,Oscar Isaac,Corey Johnson,Claire Selby,Full Cast & Crew
The Good Dinosaur (2015),Released,English,1h 33m,"$175,000,000.00","$331,926,147.00",Raymond Ochoa,Jack Bright,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple,Full Cast & Crew
Casino Royale (2006),Released,English,2h 24m,"$150,000,000.00","$599,045,960.00",Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,Jeffrey Wright,Giancarlo Giannini,Full Cast & Crew
The 5th Wave (2016),Released,English,1h 52m,"$38,000,000.00","$109,902,567.00",ChloÌÇ Grace Moretz,Nick Robinson,Ron Livingston,Maggie Siff,Alex Roe,Maria Bello,Full Cast & Crew
Kingsman: The Secret Service (2014),Released,English,2h 10m,"$81,000,000.00","$403,802,136.00",Taron Egerton,Colin Firth,Samuel L. Jackson,Michael Caine,Mark Strong,Sofia Boutella,Full Cast & Crew
The Intouchables (2011),Released,French,1h 52m,"$13,000,000.00","$426,480,871.00",FranÌ_ois Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,Clotilde Mollet,Alba GaÌøa Kraghede Bellugi,Full Cast & Crew
Seventh Son (2014),Released,English,1h 42m,"$95,000,000.00","$114,178,613.00",Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington,Djimon Hounsou,Full Cast & Crew
Creed (2015),Released,English,2h 13m,"$35,000,000.00","$137,935,567.00",Michael B. Jordan,Sylvester Stallone,Graham McTavish,Tessa Thompson,Phylicia Rash€Åd,Hans Marrero,Full Cast & Crew
Diet of Sex (2014),Released,English,1h 12m,-,-,Alberto Casqueiro,AntÌ_n Lamapereira,Che MariÌ±o,Raquel MartÌ_nez,ÌÅngeles MenduiÌ±a,Marc Rodriguez,Full Cast & Crew
Pirates of the Caribbean: At World's End (2007),Released,English,2h 49m,"$300,000,000.00","$961,000,000.00",Johnny Depp,Orlando Bloom,Keira Knightley,Chow Yun-fat,Geoffrey Rush,Jonathan Pryce,Full Cast & Crew
10 Cloverfield Lane (2016),Released,English,1h 43m,"$15,000,000.00","$108,286,421.00",Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Douglas M. Griffin,Cindy Hogan,Bradley Cooper,Full Cast & Crew
21 Jump Street (2012),Released,English,1h 49m,"$42,000,000.00","$201,585,328.00",Channing Tatum,Jonah Hill,Brie Larson,Ellie Kemper,Ice Cube,Dave Franco,Full Cast & Crew
Star Trek Beyond (2016),Released,English,2h 0m,-,-,Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana,Simon Pegg,John Cho,Full Cast & Crew
Penguins of Madagascar (2014),Released,English,1h 32m,"$132,000,000.00","$373,552,094.00",Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,John Malkovich,Benedict Cumberbatch,Full Cast & Crew
Thor (2011),Released,English,1h 55m,"$150,000,000.00","$444,115,007.00",Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan SkarsgÌ´rd,Kat Dennings,Full Cast & Crew
Taken (2008),Released,English,1h 33m,"$25,000,000.00","$226,830,568.00",Liam Neeson,Famke Janssen,Maggie Grace,Katie Cassidy,Holly Valance,Xander Berkeley,Full Cast & Crew
Iron Man 3 (2013),Released,English,2h 10m,"$200,000,000.00","$1,215,439,994.00",Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Rebecca Hall,Full Cast & Crew
Misconduct (2016),Released,English,1h 46m,"$11,000,000.00",-,Josh Duhamel,Alice Eve,Malin ÌÉkerman,Lee Byung-hun,Julia Stiles,Glen Powell,Full Cast & Crew
Edge of Tomorrow (2014),Released,English,1h 53m,"$178,000,000.00","$370,541,256.00",Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Full Cast & Crew
Midnight Special (2016),Released,English,1h 52m,-,-,Michael Shannon,Jaeden Lieberher,Joel Edgerton,Kirsten Dunst,Adam Driver,David Jensen,Full Cast & Crew
Princess Mononoke (1997),Released,Japanese,2h 14m,"$26,500,000.00","$159,375,308.00",YÅçji Matsuda,Yuriko Ishida,YÅÇko Tanaka,Kaoru Kobayashi,Masahiko Nishimura,Tsunehiko KamijÌ«,Full Cast & Crew
Kill Bill: Vol. 1 (2003),Released,English,1h 51m,"$30,000,000.00","$180,949,000.00",Uma Thurman,Lucy Liu,Vivica A. Fox,Daryl Hannah,David Carradine,Michael Madsen,Full Cast & Crew
Independence Day (1996),Released,English,2h 25m,"$75,000,000.00","$816,969,268.00",Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,Judd Hirsch,Robert Loggia,Full Cast & Crew
Blood Father (2016),Released,English,1h 28m,-,-,Mel Gibson,Erin Moriarty,William H. Macy,Elisabeth RÌ_hm,Michael Parks,Thomas Mann,Full Cast & Crew
Iron Man (2008),Released,English,2h 6m,"$140,000,000.00","$585,174,222.00",Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Shaun Toub,Full Cast & Crew
Knock Knock (2015),Released,English,1h 39m,"$2,500,000.00","$5,214,043.00",Keanu Reeves,Lorenza Izzo,Ana de Armas,Aaron Burns,Colleen Camp,Ignacia Allamand,Full Cast & Crew
Dawn of the Planet of the Apes (2014),Released,English,2h 10m,"$170,000,000.00","$708,200,000.00",Andy Serkis,Jason Clarke,Toby Kebbell,Keri Russell,Judy Greer,Gary Oldman,Full Cast & Crew
Self/less (2015),Released,English,1h 56m,"$26,000,000.00","$30,523,226.00",Ryan Reynolds,Ben Kingsley,Natalie Martinez,Matthew Goode,Michelle Dockery,Melora Hardin,Full Cast & Crew
Vice (2015),Released,English,1h 36m,"$10,000,000.00",-,Ambyr Childers,Thomas Jane,Bryan Greenberg,Bruce Willis,Johnathon Schaech,Charlotte Kirk,Full Cast & Crew
Transformers: The Last Knight (2017),Planned,English,-,-,-,Mark Wahlberg,Nicola Peltz,Peter Cullen,Frank Welker,John Goodman,Ken Watanabe,Full Cast & Crew
"Hail, Caesar! (2016)",Released,English,1h 46m,"$22,000,000.00","$63,229,796.00",Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Jonah Hill,Scarlett Johansson,Full Cast & Crew
Inglourious Basterds (2009),Released,English,2h 33m,"$70,000,000.00","$319,131,050.00",Brad Pitt,MÌ©lanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender,Diane Kruger,Full Cast & Crew
Demolition (2016),Released,English,1h 40m,-,"$3,304,834.00",Jake Gyllenhaal,Chris Cooper,Naomi Watts,Heather Lind,Judah Lewis,C.J. Wilson,Full Cast & Crew
Gravity (2013),Released,English,1h 31m,"$105,000,000.00","$716,392,705.00",Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma,Amy Warren,Full Cast & Crew
Love (2015),Released,English,2h 14m,"$3,000,000.00","$695,269.00",Karl Glusman,Aomi Muyock,Klara Kristin,Juan Saavedra,Gaspar NoÌ©,Vincent Maraval,Full Cast & Crew
The Amazing Spider-Man 2 (2014),Released,English,2h 22m,"$200,000,000.00","$705,717,432.00",Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore,Felicity Jones,Full Cast & Crew
The Shawshank Redemption (1994),Released,English,2h 22m,"$25,000,000.00","$28,341,469.00",Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown,Gil Bellows,Full Cast & Crew
Finding Nemo (2003),Released,English,1h 40m,"$94,000,000.00","$864,625,978.00",Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Full Cast & Crew
It Follows (2014),Released,English,1h 40m,"$2,000,000.00","$13,500,000.00",Maika Monroe,Keir Gilchrist,Olivia Luccardi,Lili Sepe,Bailey Spry,Jake Weary,Full Cast & Crew
Horrible Bosses 2 (2014),Released,English,1h 48m,"$42,000,000.00","$106,645,357.00",Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Full Cast & Crew
Maleficent (2014),Released,English,1h 37m,"$180,000,000.00","$758,410,378.00",Angelina Jolie,Elle Fanning,Juno Temple,Sharlto Copley,Isobelle Molloy,Miranda Richardson,Full Cast & Crew
Mortdecai (2015),Released,English,1h 46m,"$60,000,000.00","$30,418,560.00",Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Olivia Munn,Jeff Goldblum,Full Cast & Crew
Despicable Me (2010),Released,English,1h 35m,"$69,000,000.00","$543,513,985.00",Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Full Cast & Crew
Skyfall (2012),Released,English,2h 23m,"$200,000,000.00","$1,108,561,013.00",Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,BÌ©rÌ©nice Marlohe,Full Cast & Crew
Bridge of Spies (2015),Released,English,2h 21m,"$40,000,000.00","$165,478,348.00",Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Sebastian Koch,Austin Stowell,Full Cast & Crew
Ratatouille (2007),Released,English,1h 51m,"$150,000,000.00","$623,722,818.00",Patton Oswalt,Lou Romano,Janeane Garofalo,Ian Holm,Peter Sohn,Brian Dennehy,Full Cast & Crew
Men in Black (1997),Released,English,1h 38m,"$90,000,000.00","$589,390,539.00",Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,Rip Torn,Tony Shalhoub,Full Cast & Crew
Ratchet & Clank (2016),Released,English,1h 34m,"$20,000,000.00",-,James Arnold Taylor,David Kaye,Armin Shimerman,Sylvester Stallone,Rosario Dawson,John Goodman,Full Cast & Crew
Quantum of Solace (2008),Released,English,1h 46m,"$200,000,000.00","$586,090,727.00",Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Full Cast & Crew
Neighbors (2014),Released,English,1h 36m,"$18,000,000.00","$268,157,400.00",Seth Rogen,Zac Efron,Rose Byrne,Dave Franco,Ike Barinholtz,Christopher Mintz-Plasse,Full Cast & Crew
Sausage Party (2016),Released,English,1h 23m,"$19,000,000.00",-,Seth Rogen,Kristen Wiig,Jonah Hill,Salma Hayek,James Franco,Edward Norton,Full Cast & Crew
Despicable Me 2 (2013),Released,English,1h 38m,"$76,000,000.00","$970,761,885.00",Steve Carell,Kristen Wiig,Benjamin Bratt,Miranda Cosgrove,Russell Brand,Ken Jeong,Full Cast & Crew
Raiders of the Lost Ark (1981),Released,English,1h 55m,"$18,000,000.00","$389,925,971.00",Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey,John Rhys-Davies,Denholm Elliott,Full Cast & Crew
Spider-Man (2002),Released,English,2h 1m,"$139,000,000.00","$821,708,551.00",Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson,J.K. Simmons,Full Cast & Crew
Harry Potter and the Deathly Hallows: Part 2 (2011),Released,English,2h 10m,"$125,000,000.00","$1,327,817,822.00",Daniel Radcliffe,Rupert Grint,Emma Watson,Alan Rickman,Maggie Smith,Helena Bonham Carter,Full Cast & Crew
The Big Short (2015),Released,English,2h 10m,"$28,000,000.00","$133,346,506.00",Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Hamish Linklater,Full Cast & Crew
Mission: Impossible - Ghost Protocol (2011),Released,English,2h 13m,"$145,000,000.00","$694,713,380.00",Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Anil Kapoor,Josh Holloway,Full Cast & Crew
Pirates of the Caribbean: Dead Man's Chest (2006),Released,English,2h 31m,"$200,000,000.00","$1,065,659,812.00",Johnny Depp,Orlando Bloom,Keira Knightley,Bill Nighy,Jack Davenport,Stellan SkarsgÌ´rd,Full Cast & Crew
Pan's Labyrinth (2006),Released,Spanish,1h 58m,"$19,000,000.00","$83,258,226.00",Ivana Baquero,Maribel VerdÌ_,Sergi LÌ_pez,Doug Jones,Ariadna Gil,Alex Angulo,Full Cast & Crew
Man of Steel (2013),Released,English,2h 23m,"$225,000,000.00","$662,845,518.00",Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,Russell Crowe,Antje Traue,Full Cast & Crew
Predator (1987),Released,English,1h 47m,"$18,000,000.00","$98,235,548.00",Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Jesse Ventura,Sonny Landham,Full Cast & Crew
Everest (2015),Released,English,2h 1m,"$55,000,000.00","$203,427,584.00",Jason Clarke,Jake Gyllenhaal,Josh Brolin,John Hawkes,Sam Worthington,Robin Wright,Full Cast & Crew
Batman (1989),Released,English,2h 6m,"$35,000,000.00","$411,348,924.00",Michael Keaton,Jack Nicholson,Kim Basinger,Michael Gough,Pat Hingle,Billy Dee Williams,Full Cast & Crew
Se7en (1995),Released,English,2h 7m,"$33,000,000.00","$327,311,859.00",Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree,R. Lee Ermey,John C. McGinley,Full Cast & Crew
The Witch (2015),Released,English,1h 32m,"$3,500,000.00","$40,423,945.00",Anya Taylor-Joy,Ralph Ineson,Kate Dickie,Harvey Scrimshaw,Bathsheba Garnett,Sarah Stephens,Full Cast & Crew
V for Vendetta (2005),Released,English,2h 12m,"$54,000,000.00","$132,511,035.00",Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt,Tim Pigott-Smith,Full Cast & Crew
Poltergeist (2015),Released,English,1h 33m,"$35,000,000.00","$95,437,994.00",Sam Rockwell,Rosemarie DeWitt,Saxon Sharbino,Kyle Catlett,Kennedi Clements,Jared Harris,Full Cast & Crew
Tini: The Movie - The New Life of Violetta (2016),Released,Spanish,1h 35m,-,-,Martina Stoessel,Maria Clara Alonso,Georgina AmorÌ_s,Beatrice Arnera,Jorge Blanco,Sofia Carson,Full Cast & Crew
Ghostbusters (1984),Released,English,1h 47m,"$30,000,000.00","$295,212,467.00",Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Rick Moranis,Annie Potts,Full Cast & Crew
The Wedding Ringer (2015),Released,English,1h 41m,"$23,000,000.00","$79,799,880.00",Kevin Hart,Josh Gad,Kaley Cuoco,Affion Crockett,Jorge Garcia,Corey Holcomb,Full Cast & Crew
Ice Age (2002),Released,English,1h 21m,"$59,000,000.00","$383,257,136.00",Ray Romano,John Leguizamo,Denis Leary,Goran Visnjic,Jack Black,Cedric the Entertainer,Full Cast & Crew
Alien (1979),Released,English,1h 57m,"$11,000,000.00","$104,931,801.00",Sigourney Weaver,Tom Skerritt,Veronica Cartwright,Harry Dean Stanton,John Hurt,Ian Holm,Full Cast & Crew
Blackhat (2015),Released,English,2h 13m,"$70,000,000.00","$17,752,940.00",Chris Hemsworth,Leehom Wang,Tang Wei,Viola Davis,Holt McCallany,Andy On,Full Cast & Crew
The Terminator (1984),Released,English,1h 48m,"$6,400,000.00","$78,371,200.00",Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen,Bess Motta,Full Cast & Crew
The Interview (2014),Released,English,1h 52m,"$44,000,000.00","$11,305,175.00",James Franco,Seth Rogen,Lizzy Caplan,Randall Park,Diana Bang,Timothy Simons,Full Cast & Crew
Exodus: Gods and Kings (2014),Released,English,2h 33m,"$140,000,000.00","$268,031,828.00",Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn,MarÌ_a Valverde,Full Cast & Crew
Snowden (2016),Post Production,English,2h 14m,"$45,000,000.00",-,Joseph Gordon-Levitt,Shailene Woodley,Scott Eastwood,Nicolas Cage,Timothy Olyphant,Zachary Quinto,Full Cast & Crew
The Great Gatsby (2013),Released,English,2h 23m,"$105,000,000.00","$351,040,419.00",Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki,Isla Fisher,Full Cast & Crew
Indiana Jones and the Temple of Doom (1984),Released,English,1h 58m,"$28,000,000.00","$333,000,000.00",Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri,Roshan Seth,Philip Stone,Full Cast & Crew
12 Years a Slave (2013),Released,English,2h 14m,"$20,000,000.00","$187,000,000.00",Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o,Benedict Cumberbatch,Paul Dano,Sarah Paulson,Full Cast & Crew
The Bourne Identity (2002),Released,English,1h 59m,"$60,000,000.00","$214,034,224.00",Matt Damon,Franka Potente,Chris Cooper,Clive Owen,Brian Cox,Adewale Akinnuoye-Agbaje,Full Cast & Crew
A Conspiracy of Faith (2016),Released,Danish,1h 52m,"$5,210,000.00","$5,900,000.00",Nikolaj Lie Kaas,Fares Fares,SÌüren Pilmark,Johanne Louise Schmidt,Jakob Oftebro,PÌ´l Sverre Valheim Hagen,Full Cast & Crew
ARQ (2016),Released,English,1h 28m,-,-,Robbie Amell,Rachael Taylor,Gray Powell,Jacob Neayem,Shaun Benson,Adam Butcher,Full Cast & Crew
Pacific Rim (2013),Released,English,2h 11m,"$180,000,000.00","$407,602,906.00",Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman,Rinko Kikuchi,Full Cast & Crew
The Mummy: Tomb of the Dragon Emperor (2008),Released,English,1h 52m,"$145,000,000.00","$401,128,639.00",Brendan Fraser,Jet Li,John Hannah,Maria Bello,Luke Ford,Michelle Yeoh,Full Cast & Crew
Night at the Museum: Battle of the Smithsonian (2009),Released,English,1h 45m,"$150,000,000.00","$413,106,170.00",Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams,Christopher Guest,Full Cast & Crew
Grimsby (2016),Released,English,1h 23m,"$35,000,000.00","$25,182,929.00",Sacha Baron Cohen,Mark Strong,Isla Fisher,Rebel Wilson,PenÌ©lope Cruz,Ian McShane,Full Cast & Crew
The Godfather (1972),Released,English,2h 55m,"$6,000,000.00","$245,066,411.00",Marlon Brando,Al Pacino,James Caan,Richard S. Castellano,Robert Duvall,Sterling Hayden,Full Cast & Crew
Heat (1995),Released,English,2h 51m,"$60,000,000.00","$187,436,818.00",Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Full Cast & Crew
Die Hard (1988),Released,English,2h 11m,"$28,000,000.00","$140,767,956.00",Bruce Willis,Alan Rickman,Alexander Godunov,Bonnie Bedelia,Reginald VelJohnson,William Atherton,Full Cast & Crew
Gladiator (2000),Released,English,2h 35m,"$103,000,000.00","$457,640,427.00",Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Full Cast & Crew
The Truman Show (1998),Released,English,1h 43m,"$60,000,000.00","$264,118,201.00",Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Ed Harris,Holland Taylor,Full Cast & Crew
Mission: Impossible - Rogue Nation (2015),Released,English,2h 11m,"$150,000,000.00","$682,330,139.00",Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames,Sean Harris,Full Cast & Crew
Kung Fu Panda (2008),Released,English,1h 30m,"$130,000,000.00","$631,744,560.00",Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,David Cross,Full Cast & Crew
